"","CH","sex","Background","variable","value"
"3193",17,"Male","West","Body_Ratio",0.404255319148936
"3194",41,"Male","West","Body_Ratio",0.428571428571429
"3195",22,"Male","West","Body_Ratio",0.438888888888889
"3196",11,"Male","West","Body_Ratio",0.47979797979798
"3197",39,"Male","West","Body_Ratio",0.394285714285714
"3198",29,"Male","West","Body_Ratio",0.457446808510638
"3199",48,"Male","East","Body_Ratio",0.388888888888889
"3200",33,"Male","West","Body_Ratio",0.431693989071038
"3201",7,"Male","West","Body_Ratio",0.478723404255319
"3202",25,"Male","West","Body_Ratio",0.398936170212766
"3203",46,"Male","West","Body_Ratio",0.397905759162304
"3204",41,"Male","West","Body_Ratio",0.436170212765957
"3205",46,"Male","West","Body_Ratio",0.388297872340426
"3206",54,"Male","West","Body_Ratio",0.420765027322404
"3207",6,"Male","West","Body_Ratio",0.382513661202186
"3208",32,"Male","West","Body_Ratio",0.444444444444444
"3209",43,"Male","West","Body_Ratio",0.398907103825137
"3210",47,"Male","West","Body_Ratio",0.409836065573771
"3211",28,"Male","West","Body_Ratio",0.4
"3212",7,"Male","West","Body_Ratio",0.431693989071038
"3213",12,"Male","West","Body_Ratio",0.468085106382979
"3214",43,"Male","West","Body_Ratio",0.448087431693989
"3215",36,"Male","West","Body_Ratio",0.398936170212766
"3216",50,"Male","West","Body_Ratio",0.44
"3217",39,"Male","East","Body_Ratio",0.39344262295082
"3218",14,"Male","West","Body_Ratio",0.441489361702128
"3219",41,"Male","West","Body_Ratio",0.473404255319149
"3220",58,"Male","East","Body_Ratio",0.376470588235294
"3221",31,"Male","West","Body_Ratio",0.436170212765957
"3222",16,"Male","West","Body_Ratio",0.421621621621622
"3223",73,"Male","West","Body_Ratio",0.409836065573771
"3224",18,"Male","West","Body_Ratio",0.408376963350785
"3225",78,"Male","East","Body_Ratio",0.426229508196721
"3226",16,"Male","West","Body_Ratio",0.393258426966292
"3227",72,"Male","West","Body_Ratio",0.420765027322404
"3228",80,"Male","West","Body_Ratio",0.388571428571429
"3229",80,"Male","West","Body_Ratio",0.437158469945355
"3230",83,"Male","West","Body_Ratio",0.444444444444444
"3231",21,"Male","West","Body_Ratio",0.457446808510638
"3232",81,"Male","East","Body_Ratio",0.4
"3233",79,"Male","West","Body_Ratio",0.432432432432432
"3234",82,"Male","West","Body_Ratio",0.437158469945355
"3235",83,"Male","West","Body_Ratio",0.415300546448087
"3236",79,"Male","West","Body_Ratio",0.443243243243243
"3237",92,"Male","West","Body_Ratio",0.440414507772021
"3238",75,"Male","East","Body_Ratio",0.425531914893617
"3239",93,"Male","West","Body_Ratio",0.398936170212766
"3240",87,"Male","West","Body_Ratio",0.397959183673469
"3241",95,"Male","West","Body_Ratio",0.432432432432432
"3242",52,"Male","West","Body_Ratio",0.415300546448087
"3243",91,"Male","West","Body_Ratio",0.433673469387755
"3244",4,"Male","West","Body_Ratio",0.464285714285714
"3245",93,"Male","West","Body_Ratio",0.421621621621622
"3246",35,"Male","West","Body_Ratio",0.474747474747475
"3247",63,"Male","West","Body_Ratio",0.409836065573771
"3248",36,"Male","East","Body_Ratio",0.411428571428571
"3249",65,"Male","West","Body_Ratio",0.405405405405405
"3250",80,"Male","West","Body_Ratio",0.440414507772021
"3251",82,"Male","West","Body_Ratio",0.448087431693989
"3252",64,"Male","East","Body_Ratio",0.418848167539267
"3253",19,"Male","West","Body_Ratio",0.418848167539267
"3254",98,"Male","West","Body_Ratio",0.437158469945355
"3255",53,"Male","West","Body_Ratio",0.444444444444444
"3256",8,"Male","West","Body_Ratio",0.398907103825137
"3257",70,"Male","West","Body_Ratio",0.404624277456647
"3258",96,"Male","West","Body_Ratio",0.378378378378378
"3259",33,"Male","West","Body_Ratio",0.426229508196721
"3260",118,"Male","West","Body_Ratio",0.409574468085106
"3261",47,"Male","East","Body_Ratio",0.410112359550562
"3262",39,"Male","West","Body_Ratio",0.441489361702128
"3263",105,"Male","West","Body_Ratio",0.431693989071038
"3264",123,"Male","West","Body_Ratio",0.427777777777778
"3265",98,"Male","West","Body_Ratio",0.415300546448087
"3266",104,"Male","West","Body_Ratio",0.437158469945355
"3267",1,"Male","West","Body_Ratio",0.429319371727749
"3268",60,"Male","East","Body_Ratio",0.416666666666667
"3269",128,"Male","East","Body_Ratio",0.387640449438202
"3270",19,"Male","East","Body_Ratio",0.473404255319149
"3271",132,"Male","West","Body_Ratio",0.414893617021277
"3272",57,"Male","West","Body_Ratio",0.410112359550562
"3273",130,"Male","West","Body_Ratio",0.433333333333333
"3274",136,"Male","West","Body_Ratio",0.434285714285714
"3275",99,"Male","West","Body_Ratio",0.393258426966292
"3276",78,"Male","West","Body_Ratio",0.440414507772021
"3277",25,"Male","West","Body_Ratio",0.427027027027027
"3278",138,"Male","West","Body_Ratio",0.426229508196721
"3279",141,"Male","East","Body_Ratio",0.450777202072539
"3280",24,"Male","West","Body_Ratio",0.445026178010471
"3281",80,"Male","West","Body_Ratio",0.435233160621762
"3282",23,"Male","West","Body_Ratio",0.432432432432432
"3283",141,"Male","West","Body_Ratio",0.405405405405405
"3284",127,"Male","West","Body_Ratio",0.461111111111111
"3285",31,"Male","West","Body_Ratio",0.414507772020725
"3286",84,"Male","West","Body_Ratio",0.443243243243243
"3287",137,"Male","West","Body_Ratio",0.404255319148936
"3288",25,"Male","West","Body_Ratio",0.455958549222798
"3289",144,"Male","West","Body_Ratio",0.466666666666667
"3290",56,"Male","West","Body_Ratio",0.450777202072539
"3291",26,"Male","West","Body_Ratio",0.430051813471503
"3292",38,"Male","West","Body_Ratio",0.445714285714286
"3293",97,"Male","West","Body_Ratio",0.377777777777778
"3294",12,"Male","West","Body_Ratio",0.44559585492228
"3295",125,"Male","West","Body_Ratio",0.459016393442623
"3296",160,"Male","West","Body_Ratio",0.448087431693989
"3297",33,"Male","West","Body_Ratio",0.403141361256544
"3298",129,"Male","West","Body_Ratio",0.409326424870466
"3299",146,"Male","West","Body_Ratio",0.405405405405405
"3300",126,"Male","West","Body_Ratio",0.424083769633508
"3301",71,"Male","West","Body_Ratio",0.382513661202186
"3302",126,"Male","West","Body_Ratio",0.410810810810811
"3303",167,"Male","West","Body_Ratio",0.440414507772021
"3304",99,"Male","West","Body_Ratio",0.44559585492228
"3305",172,"Male","West","Body_Ratio",0.423645320197044
"3306",80,"Male","West","Body_Ratio",0.448087431693989
"3307",175,"Male","West","Body_Ratio",0.415730337078652
"3308",33,"Male","East","Body_Ratio",0.452127659574468
"3309",161,"Male","West","Body_Ratio",0.436170212765957
"3310",148,"Male","West","Body_Ratio",0.424242424242424
"3311",99,"Male","West","Body_Ratio",0.437158469945355
"3312",153,"Male","West","Body_Ratio",0.436170212765957
"3313",178,"Male","West","Body_Ratio",0.415730337078652
"3314",44,"Male","West","Body_Ratio",0.462765957446808
"3315",180,"Male","West","Body_Ratio",0.44949494949495
"3316",154,"Male","West","Body_Ratio",0.422222222222222
"3317",110,"Male","West","Body_Ratio",0.437158469945355
"3318",102,"Male","West","Body_Ratio",0.408376963350785
"3319",17,"Male","West","Body_Ratio",0.464285714285714
"3320",164,"Male","West","Body_Ratio",0.433333333333333
"3321",178,"Male","East","Body_Ratio",0.455497382198953
"3322",178,"Male","West","Body_Ratio",0.440414507772021
"3323",194,"Male","East","Body_Ratio",0.416216216216216
"3324",37,"Male","West","Body_Ratio",0.429319371727749
"3325",159,"Male","West","Body_Ratio",0.436170212765957
"3326",136,"Male","West","Body_Ratio",0.387640449438202
"3327",85,"Male","West","Body_Ratio",0.457446808510638
"3328",111,"Male","East","Body_Ratio",0.425531914893617
"3329",200,"Male","West","Body_Ratio",0.441489361702128
"3330",69,"Male","West","Body_Ratio",0.435233160621762
"3331",170,"Male","West","Body_Ratio",0.414507772020725
"3332",205,"Male","West","Body_Ratio",0.453551912568306
"3333",202,"Male","West","Body_Ratio",0.455958549222798
"3334",147,"Male","West","Body_Ratio",0.407960199004975
"3335",64,"Male","West","Body_Ratio",0.397959183673469
"3336",5,"Male","West","Body_Ratio",0.416666666666667
"3337",174,"Male","West","Body_Ratio",0.405405405405405
"3338",144,"Male","West","Body_Ratio",0.444444444444444
"3339",175,"Male","West","Body_Ratio",0.426229508196721
"3340",125,"Male","West","Body_Ratio",0.4
"3341",200,"Male","East","Body_Ratio",0.432432432432432
"3342",143,"Male","East","Body_Ratio",0.386904761904762
"3343",8,"Male","West","Body_Ratio",0.444444444444444
"3344",208,"Male","West","Body_Ratio",0.405405405405405
"3345",188,"Male","West","Body_Ratio",0.425531914893617
"3346",181,"Male","West","Body_Ratio",0.377049180327869
"3347",3,"Male","West","Body_Ratio",0.417142857142857
"3348",118,"Male","West","Body_Ratio",0.432432432432432
"3349",10,"Male","West","Body_Ratio",0.445026178010471
"3350",140,"Male","West","Body_Ratio",0.441489361702128
"3351",142,"Male","West","Body_Ratio",0.4
"3352",152,"Male","West","Body_Ratio",0.459183673469388
"3353",67,"Male","West","Body_Ratio",0.443243243243243
"3354",219,"Male","West","Body_Ratio",0.409836065573771
"3355",38,"Male","West","Body_Ratio",0.437158469945355
"3356",233,"Male","West","Body_Ratio",0.436170212765957
"3357",111,"Male","West","Body_Ratio",0.409836065573771
"3358",64,"Male","West","Body_Ratio",0.426966292134831
"3359",159,"Male","West","Body_Ratio",0.437158469945355
"3360",45,"Male","West","Body_Ratio",0.43979057591623
"3361",39,"Male","West","Body_Ratio",0.425531914893617
"3362",211,"Male","West","Body_Ratio",0.445026178010471
"3363",173,"Male","West","Body_Ratio",0.455958549222798
"3364",49,"Male","West","Body_Ratio",0.443243243243243
"3365",203,"Male","West","Body_Ratio",0.426229508196721
"3366",240,"Male","West","Body_Ratio",0.416666666666667
"3367",72,"Male","East","Body_Ratio",0.419689119170984
"3368",229,"Male","East","Body_Ratio",0.427027027027027
"3369",237,"Male","West","Body_Ratio",0.405555555555556
"3370",144,"Male","West","Body_Ratio",0.433333333333333
"3371",252,"Male","West","Body_Ratio",0.393063583815029
"3372",250,"Male","West","Body_Ratio",0.450261780104712
"3373",130,"Male","East","Body_Ratio",0.428571428571429
"3374",84,"Male","West","Body_Ratio",0.409836065573771
"3375",241,"Male","West","Body_Ratio",0.437158469945355
"3376",208,"Male","West","Body_Ratio",0.410810810810811
"3377",236,"Male","East","Body_Ratio",0.437158469945355
"3378",212,"Male","West","Body_Ratio",0.459459459459459
"3379",91,"Male","West","Body_Ratio",0.415730337078652
"3380",154,"Male","West","Body_Ratio",0.426229508196721
"3381",194,"Male","West","Body_Ratio",0.427027027027027
"3382",137,"Male","East","Body_Ratio",0.440414507772021
"3383",259,"Male","East","Body_Ratio",0.392857142857143
"3384",253,"Male","West","Body_Ratio",0.446808510638298
"3385",272,"Male","West","Body_Ratio",0.436170212765957
"3386",201,"Male","West","Body_Ratio",0.426229508196721
"3387",263,"Male","West","Body_Ratio",0.448979591836735
"3388",43,"Male","West","Body_Ratio",0.441489361702128
"3389",279,"Male","West","Body_Ratio",0.459183673469388
"3390",192,"Male","West","Body_Ratio",0.445026178010471
"3391",113,"Male","West","Body_Ratio",0.398907103825137
"3392",187,"Male","West","Body_Ratio",0.450261780104712
"3393",161,"Male","West","Body_Ratio",0.4
"3394",18,"Male","West","Body_Ratio",0.429319371727749
"3395",197,"Male","West","Body_Ratio",0.410112359550562
"3396",234,"Male","West","Body_Ratio",0.408163265306122
"3397",224,"Male","West","Body_Ratio",0.449438202247191
"3398",108,"Male","West","Body_Ratio",0.446808510638298
"3399",25,"Male","West","Body_Ratio",0.465968586387435
"3400",96,"Male","West","Body_Ratio",0.478723404255319
"3401",293,"Male","West","Body_Ratio",0.421621621621622
"3402",78,"Male","West","Body_Ratio",0.418848167539267
"3403",233,"Male","East","Body_Ratio",0.438202247191011
"3404",273,"Male","West","Body_Ratio",0.38860103626943
"3405",277,"Male","West","Body_Ratio",0.425531914893617
"3406",296,"Male","West","Body_Ratio",0.416216216216216
"3407",171,"Male","East","Body_Ratio",0.35
"3408",303,"Male","West","Body_Ratio",0.398907103825137
"3409",89,"Male","West","Body_Ratio",0.414893617021277
"3410",302,"Male","West","Body_Ratio",0.433673469387755
"3411",193,"Male","West","Body_Ratio",0.433526011560694
"3412",129,"Male","West","Body_Ratio",0.448087431693989
"3413",276,"Male","West","Body_Ratio",0.394594594594595
"3414",40,"Male","West","Body_Ratio",0.454054054054054
"3415",162,"Male","West","Body_Ratio",0.450261780104712
"3416",296,"Male","West","Body_Ratio",0.413265306122449
"3417",266,"Male","West","Body_Ratio",0.416666666666667
"3418",314,"Male","West","Body_Ratio",0.423645320197044
"3419",293,"Male","West","Body_Ratio",0.46448087431694
"3420",213,"Male","West","Body_Ratio",0.420765027322404
"3421",140,"Male","East","Body_Ratio",0.375722543352601
"3422",153,"Male","West","Body_Ratio",0.4
"3423",68,"Male","West","Body_Ratio",0.417142857142857
"3424",303,"Male","West","Body_Ratio",0.440414507772021
"3425",314,"Male","West","Body_Ratio",0.398907103825137
"3426",282,"Male","West","Body_Ratio",0.410112359550562
"3427",310,"Male","West","Body_Ratio",0.392670157068063
"3428",152,"Male","West","Body_Ratio",0.441489361702128
"3429",22,"Male","West","Body_Ratio",0.4
"3430",52,"Male","West","Body_Ratio",0.445026178010471
"3431",177,"Male","West","Body_Ratio",0.450777202072539
"3432",336,"Male","East","Body_Ratio",0.444444444444444
"3433",191,"Male","West","Body_Ratio",0.432432432432432
"3434",36,"Male","West","Body_Ratio",0.453551912568306
"3435",332,"Male","West","Body_Ratio",0.387640449438202
"3436",182,"Male","West","Body_Ratio",0.454054054054054
"3437",316,"Male","West","Body_Ratio",0.418848167539267
"3438",185,"Male","West","Body_Ratio",0.432432432432432
"3439",270,"Male","West","Body_Ratio",0.382513661202186
"3440",189,"Male","West","Body_Ratio",0.421965317919075
"3441",207,"Male","West","Body_Ratio",0.414893617021277
"3442",312,"Male","West","Body_Ratio",0.432432432432432
"3443",250,"Male","West","Body_Ratio",0.431693989071038
"3444",319,"Male","West","Body_Ratio",0.438775510204082
"3445",356,"Male","West","Body_Ratio",0.405555555555556
"3446",258,"Male","West","Body_Ratio",0.471204188481675
"3447",359,"Male","West","Body_Ratio",0.409836065573771
"3448",48,"Male","West","Body_Ratio",0.437158469945355
"3449",148,"Male","East","Body_Ratio",0.452127659574468
"3450",335,"Male","East","Body_Ratio",0.380368098159509
"3451",210,"Male","West","Body_Ratio",0.460732984293194
"3452",211,"Male","West","Body_Ratio",0.405405405405405
"3453",368,"Male","West","Body_Ratio",0.435233160621762
"3454",142,"Male","West","Body_Ratio",0.43979057591623
"3455",320,"Male","East","Body_Ratio",0.415730337078652
"3456",100,"Male","West","Body_Ratio",0.474747474747475
"3457",372,"Male","East","Body_Ratio",0.421348314606742
"3458",176,"Male","West","Body_Ratio",0.410810810810811
"3459",371,"Male","West","Body_Ratio",0.487046632124352
"3460",57,"Male","West","Body_Ratio",0.415300546448087
"3461",273,"Male","West","Body_Ratio",0.410810810810811
"3462",325,"Male","West","Body_Ratio",0.45
"3463",250,"Male","West","Body_Ratio",0.39344262295082
"3464",380,"Male","West","Body_Ratio",0.429319371727749
"3465",260,"Male","West","Body_Ratio",0.441489361702128
"3466",346,"Male","West","Body_Ratio",0.427027027027027
"3467",234,"Male","West","Body_Ratio",0.411428571428571
"3468",385,"Male","West","Body_Ratio",0.39344262295082
"3469",296,"Male","West","Body_Ratio",0.473404255319149
"3470",275,"Male","West","Body_Ratio",0.418848167539267
"3471",253,"Male","East","Body_Ratio",0.393617021276596
"3472",72,"Male","West","Body_Ratio",0.410810810810811
"3473",68,"Male","West","Body_Ratio",0.414893617021277
"3474",382,"Male","West","Body_Ratio",0.426229508196721
"3475",267,"Male","West","Body_Ratio",0.452127659574468
"3476",397,"Male","West","Body_Ratio",0.416216216216216
"3477",333,"Male","West","Body_Ratio",0.461139896373057
"3478",276,"Male","West","Body_Ratio",0.414893617021277
"3479",370,"Male","West","Body_Ratio",0.409836065573771
"3480",401,"Male","West","Body_Ratio",0.409836065573771
